constraint_id,h1,epsilon,chi_analytical,signature,audit_max_tvd,audit_fires,corrected_tvd_analytical,corrected_fires,corrected_tvd_all_ctx,corrected_fires_all_ctx,corrected_worst_ctx,argmax_cl,argmax_idx_corrected
agentive_optimism_2026,5,0.58,0.79456,false_ci_rope,0.857166,True,0.005758,False,0.313481,True,institutional,tangled_rope,tangled_rope
agg1_genetic_determinism,5,0.58,0.79456,false_ci_rope,0.839671,True,0.003449,False,0.151217,True,powerless,tangled_rope,tangled_rope
aging_well_assessment,0,0.52,0.712364,false_natural_law,0.912275,False,0.000000,False,0.000000,False,,tangled_rope,tangled_rope
ai_adoption_stigma,0,0.52,0.712364,false_natural_law,0.838360,False,0.000000,False,0.000000,False,,tangled_rope,tangled_rope
ai_auditability_gap,5,0.58,0.79456,false_ci_rope,0.859740,True,0.005780,False,0.315743,True,institutional,tangled_rope,tangled_rope
ai_banal_capture,0,0.58,0.79456,false_natural_law,0.921919,False,0.000000,False,0.000000,False,,tangled_rope,tangled_rope
ai_driven_surveillance_sensor_layer,0,0.68,0.931553,false_natural_law,0.869815,False,0.000000,False,0.000000,False,,tangled_rope,tangled_rope
ai_evaluators_matching,5,0.58,0.79456,false_ci_rope,0.513781,True,0.005758,False,0.313480,True,institutional,tangled_rope,tangled_rope
ai_performance_watermark,0,0.52,0.712364,false_natural_law,0.920813,False,0.000000,False,0.000000,False,,tangled_rope,tangled_rope
ai_professional_displacement,0,0.58,0.79456,false_natural_law,0.849901,False,0.000000,False,0.000000,False,,tangled_rope,tangled_rope
ai_religion_regulation,0,0.58,0.79456,false_natural_law,0.881716,False,0.000000,False,0.000000,False,,tangled_rope,tangled_rope
ai_scholar_citation_trap,0,0.52,0.712364,false_natural_law,0.987241,False,0.000000,False,0.000000,False,,tangled_rope,tangled_rope
ai_superpowers_race_2026,0,0.58,0.79456,false_natural_law,0.887751,False,0.000000,False,0.000000,False,,tangled_rope,tangled_rope
ai_task_horizon_reliability,6,0.52,0.712364,false_ci_rope,0.852247,True,0.003882,False,0.167609,True,powerless,tangled_rope,tangled_rope
ai_training_data_dependency,0,0.52,0.712364,false_natural_law,0.845828,False,0.000000,False,0.000000,False,,tangled_rope,tangled_rope
airport_slot_use_it_or_lose_it,3,0.52,0.712364,false_ci_rope,0.706732,True,0.000497,False,0.018116,False,powerless,tangled_rope,tangled_rope
algeria_france_colonial_legacy,6,0.58,0.79456,false_ci_rope,0.866622,True,0.005520,False,0.290720,True,powerless,tangled_rope,tangled_rope
algorithmic_bias,0,0.52,0.712364,false_natural_law,0.542985,False,0.000000,False,0.000000,False,,tangled_rope,tangled_rope
algorithmic_epistemic_capture,0,0.58,0.79456,false_natural_law,0.841953,False,0.000000,False,0.000000,False,,tangled_rope,tangled_rope
alignment_tax_tradeoff,0,0.58,0.79456,false_natural_law,0.720855,False,0.000000,False,0.000000,False,,tangled_rope,tangled_rope
alternative_sovereignty_scaffold,0,0.28,0.383581,false_ci_rope,0.021185,False,0.023339,False,0.023955,False,powerless,tangled_rope,tangled_rope
altruistic_misery_paradox_2026,0,0.52,0.712364,false_natural_law,0.841506,False,0.000000,False,0.000000,False,,tangled_rope,tangled_rope
alzheimers_levetiracetam,5,0.52,0.712364,false_ci_rope,0.352635,True,0.003245,False,0.133367,True,powerless,tangled_rope,tangled_rope
amish_technological_renunciation,3,0.62,0.849357,false_ci_rope,0.861300,True,0.003691,False,0.321875,True,institutional,tangled_rope,tangled_rope
ancestral_pueblo_hydrology,0,0.68,0.931553,false_natural_law,0.979279,False,0.000000,False,0.000000,False,,tangled_rope,tangled_rope
ancient_grudge_verona,0,0.58,0.79456,false_natural_law,0.841953,False,0.000000,False,0.000000,False,,tangled_rope,tangled_rope
anticipatory_capacity_failure,5,0.58,0.79456,false_ci_rope,0.897751,True,0.004333,False,0.202451,True,institutional,tangled_rope,tangled_rope
antifragility,0,0.28,0.383581,false_natural_law,0.978134,False,0.000000,False,0.000000,False,,tangled_rope,tangled_rope
antikythera_knowledge_loss,0,0.58,-0.010117,false_natural_law,0.989523,False,0.000000,False,0.000000,False,,tangled_rope,tangled_rope
apartheid_nuclear_program,5,0.68,0.931553,false_ci_rope,0.877470,True,0.000047,False,0.599082,True,moderate,tangled_rope,tangled_rope
ape_cognition_framework,0,0.52,0.712364,false_natural_law,0.862346,False,0.000000,False,0.000000,False,,tangled_rope,tangled_rope
appropriations_brinkmanship,6,0.58,0.79456,false_ci_rope,0.860077,True,0.006081,False,0.350083,True,powerless,tangled_rope,tangled_rope
arctic_geopolitical_flashpoint,5,0.58,0.79456,false_ci_rope,0.308790,True,0.005711,False,0.308790,True,powerless,tangled_rope,tangled_rope
arg_ev_tariff,5,0.52,0.712364,false_ci_rope,0.794757,True,0.002968,False,0.121217,True,powerless,tangled_rope,tangled_rope
armra_colostrum_regulation,3,0.52,0.712364,false_ci_rope,0.352635,True,0.003245,False,0.133401,True,powerless,tangled_rope,tangled_rope
arrows_impossibility_theorem,0,0.52,0.712364,false_natural_law,0.711820,False,0.000000,False,0.000000,False,,tangled_rope,tangled_rope
artificial_scarcity_scaffold,0,0.28,0.383581,false_ci_rope,0.965932,False,0.014523,False,0.014903,False,powerless,tangled_rope,tangled_rope
artificial_snow_2026,0,0.58,0.79456,false_natural_law,0.986390,False,0.000000,False,0.000000,False,,tangled_rope,tangled_rope
asean_ceasefire_2011,0,0.52,0.712364,false_natural_law,0.844158,False,0.000000,False,0.000000,False,,tangled_rope,tangled_rope
asshole_filter_2015,5,0.52,0.712364,false_ci_rope,0.872345,True,0.002968,False,0.121217,True,moderate,tangled_rope,tangled_rope
asymmetric_burden_distribution,0,0.58,0.79456,false_natural_law,0.847166,False,0.000000,False,0.000000,False,,tangled_rope,tangled_rope
asymmetric_computational_difficulty,0,0.78,1.068546,false_natural_law,0.940535,False,0.000000,False,0.000000,False,,tangled_rope,tangled_rope
atrophied_optimization_piton,0,0.18,0.246588,false_natural_law,0.989108,False,0.000000,False,0.000000,False,,tangled_rope,tangled_rope
attention_as_bottleneck_resource,0,0.52,0.712364,false_natural_law,0.871367,False,0.000000,False,0.000000,False,,tangled_rope,tangled_rope
attention_market_cannibalization,0,0.58,0.79456,false_natural_law,0.878984,False,0.000000,False,0.000000,False,,tangled_rope,tangled_rope
attribution_ambiguity_triplet_sc,0,0.38,0.520574,false_natural_law,0.948716,False,0.000000,False,0.000000,False,,tangled_rope,tangled_rope
attritional_warfare_doctrine_ru_ua_2026,5,0.78,1.068546,false_ci_rope,0.863272,True,0.000355,False,0.760156,True,moderate,tangled_rope,tangled_rope
au_social_media_ban_u16,0,0.52,0.712364,false_natural_law,0.448709,False,0.000000,False,0.000000,False,,tangled_rope,tangled_rope
australia_social_ban_2026,0,0.52,0.712364,false_natural_law,0.543218,False,0.000000,False,0.000000,False,,tangled_rope,tangled_rope
authoritarian_power_paradox,0,0.58,0.79456,false_natural_law,0.877658,False,0.000000,False,0.000000,False,,tangled_rope,tangled_rope
automatic_enrollment_defaults,3,0.32,0.438378,false_ci_rope,0.913645,True,0.084935,True,0.085480,True,powerless,tangled_rope,tangled_rope
availability_heuristic,0,0.58,0.79456,false_natural_law,0.847166,False,0.000000,False,0.000000,False,,tangled_rope,tangled_rope
average_is_over_2026,0,0.58,0.79456,false_natural_law,0.951183,False,0.000000,False,0.000000,False,,tangled_rope,tangled_rope
awareness_without_leverage,0,0.52,0.712364,false_natural_law,0.989844,False,0.000000,False,0.000000,False,,tangled_rope,tangled_rope
axiom_of_choice_determinacy,4,0.12,0.165603,false_ci_rope,0.121016,True,0.000014,False,0.000676,False,moderate,mountain,mountain
axiom_reasoner_2026,0,0.58,0.79456,false_natural_law,0.967307,False,0.000000,False,0.000000,False,,tangled_rope,tangled_rope
banach_fixed_point,0,0.08,0.110402,natural_law,0.252130,False,0.000000,False,0.000000,False,,mountain,mountain
banach_fixed_point_theorem,0,0.12,0.165603,natural_law,0.088152,False,0.000000,False,0.000000,False,,mountain,mountain
banach_tarski_paradox,0,0.08,0.110402,natural_law,0.049966,False,0.000000,False,0.000000,False,,mountain,mountain
bangladesh_july_national_charter,0,0.58,0.79456,false_natural_law,0.898817,False,0.000000,False,0.000000,False,,tangled_rope,tangled_rope
base_pair_complementarity,0,0.08,0.110402,natural_law,0.252130,False,0.000000,False,0.000000,False,,mountain,mountain
basel_problem_convergence,0,0.08,0.110402,natural_law,0.252130,False,0.000000,False,0.000000,False,,mountain,mountain
bayes_theorem,0,0.52,0.712364,false_natural_law,0.784758,False,0.000000,False,0.000000,False,,tangled_rope,tangled_rope
bedouin_sedentary_transition,0,0.58,0.79456,false_natural_law,0.828602,False,0.000000,False,0.000000,False,,tangled_rope,tangled_rope
beehiiv_platform_model,0,0.52,0.712364,false_natural_law,0.910297,False,0.000000,False,0.000000,False,,tangled_rope,tangled_rope
belief_argument_conclusion,0,0.58,0.79456,false_natural_law,0.841953,False,0.000000,False,0.000000,False,,tangled_rope,tangled_rope
berkshire_compounding_culture,0,0.38,0.520574,false_natural_law,0.949337,False,0.000000,False,0.000000,False,,tangled_rope,tangled_rope
bgs_eigenvector_thermalization,4,0.42,0.3276,false_ci_rope,0.918232,True,0.004278,False,0.008089,False,institutional,tangled_rope,tangled_rope
bgs_spectral_universality,0,0.08,0.110402,natural_law,0.049966,False,0.000000,False,0.000000,False,,mountain,mountain
bh_merger_gravitational_infall,0,0.12,0.165603,natural_law,0.088152,False,0.000000,False,0.000000,False,,mountain,mountain
big_data_astrophysics_arbitrage,0,0.58,0.79456,false_natural_law,0.973589,False,0.000000,False,0.000000,False,,tangled_rope,tangled_rope
biological_specification,0,0.38,0.520574,false_natural_law,0.956780,False,0.000000,False,0.000000,False,,tangled_rope,tangled_rope
bip_narrative_illusion,0,0.58,0.79456,false_natural_law,0.841953,False,0.000000,False,0.000000,False,,tangled_rope,tangled_rope
birthday_paradox_collison,0,0.08,0.110402,natural_law,0.049966,False,0.000000,False,0.000000,False,,mountain,mountain
blackstone_carried_interest_taxation,0,0.58,0.79456,false_natural_law,0.883788,False,0.000000,False,0.000000,False,,tangled_rope,tangled_rope
blackstone_conflicts_of_interest,5,0.58,0.79456,false_ci_rope,0.851953,True,0.006134,False,0.356853,True,institutional,tangled_rope,tangled_rope
blackstone_smd_control,6,0.58,0.79456,false_ci_rope,0.849987,True,0.005534,False,0.291985,True,powerless,tangled_rope,tangled_rope
blackstone_tax_receiveable_agreement,3,0.38,0.50456,false_ci_rope,0.959421,True,0.000811,False,0.015761,False,institutional,tangled_rope,tangled_rope
board_of_peace_2026,3,0.52,0.712364,false_ci_rope,0.939971,True,0.000730,False,0.025906,False,powerless,tangled_rope,tangled_rope
boe_base_rate_policy_2024,0,0.52,0.712364,false_natural_law,0.842248,False,0.000000,False,0.000000,False,,tangled_rope,tangled_rope
boiled_pineapple_trend_2026,3,0.18,0.246588,false_ci_rope,0.062565,True,0.028555,False,0.941252,True,powerless,rope,rope
boltzmann_universality_2026,4,0.12,0.165603,false_ci_rope,0.121016,True,0.000014,False,0.000676,False,moderate,mountain,mountain
bonbon_drop_sticker_craze,0,0.52,0.712364,false_natural_law,0.862346,False,0.000000,False,0.000000,False,,tangled_rope,tangled_rope
boom_bust_path_dependency,0,0.38,0.520574,false_natural_law,0.980644,False,0.000000,False,0.000000,False,,tangled_rope,tangled_rope
borsuk_ulam_theorem,0,0.08,0.110402,natural_law,0.049966,False,0.000000,False,0.000000,False,,mountain,mountain
boundary_dissolution_risk,0,0.58,0.79456,false_natural_law,0.856622,False,0.000000,False,0.000000,False,,tangled_rope,tangled_rope
brain_network_paradigm_2026,0,0.38,0.520574,false_natural_law,0.968833,False,0.000000,False,0.000000,False,,tangled_rope,tangled_rope
brazil_2026_general_elections,0,0.52,0.712364,false_natural_law,0.862346,False,0.000000,False,0.000000,False,,tangled_rope,tangled_rope
brazil_hiv_vtn_elimination,0,0.22,0.301385,false_ci_rope,0.074862,False,0.007184,False,0.999895,False,powerless,rope,rope
brazil_mexico_financial_requirement,5,0.52,0.712364,false_ci_rope,0.861643,True,0.003783,False,0.162277,True,moderate,tangled_rope,tangled_rope
broke_vs_poor_grocery_math,0,0.58,0.79456,false_natural_law,0.989702,False,0.000000,False,0.000000,False,,tangled_rope,tangled_rope
brouwer_fixed_point,0,0.08,0.110402,natural_law,0.049966,False,0.000000,False,0.000000,False,,mountain,mountain
burali_forte_paradox,0,0.12,0.165603,natural_law,0.186565,False,0.000000,False,0.000000,False,,mountain,mountain
burden_of_proof_engineering_safety,5,0.58,0.79456,false_ci_rope,0.356720,True,0.006134,False,0.356853,True,powerless,tangled_rope,tangled_rope
burden_of_proof_scientific_empirical,0,0.52,0.712364,false_natural_law,0.841506,False,0.000000,False,0.000000,False,,tangled_rope,tangled_rope
bureaucratic_legibility_collapse,0,0.58,0.79456,false_natural_law,0.956681,False,0.000000,False,0.000000,False,,tangled_rope,tangled_rope
bureaucratic_self_preservation,6,0.58,0.79456,false_ci_rope,0.889664,True,0.004967,False,0.245633,True,powerless,tangled_rope,tangled_rope
bushman_money_magic,0,0.68,0.931553,false_natural_law,0.987597,False,0.000000,False,0.000000,False,,tangled_rope,tangled_rope
busy_beaver_noncomputability,0,0.12,0.165603,natural_law,0.408074,False,0.000000,False,0.000000,False,,mountain,mountain
bwb_adeg_rewesale_conditions,0,0.52,0.712364,false_natural_law,0.542985,False,0.000000,False,0.000000,False,,tangled_rope,tangled_rope
c_physical_blue_wavelength,0,0.12,0.165603,natural_law,0.408074,False,0.000000,False,0.000000,False,,mountain,mountain
canada_germany_ai_pact,0,0.38,0.520574,false_natural_law,0.049879,False,0.000000,False,0.000000,False,,tangled_rope,tangled_rope
canal_panama_influence,0,0.58,0.79456,false_natural_law,0.525196,False,0.000000,False,0.000000,False,,tangled_rope,tangled_rope
cancer_chronotherapy_timing,0,0.32,0.438378,false_natural_law,0.959844,False,0.000000,False,0.000000,False,,tangled_rope,tangled_rope
cancer_prevention,0,0.58,0.79456,false_natural_law,0.579104,False,0.000000,False,0.000000,False,,tangled_rope,tangled_rope
cantor_set_topology,0,0.08,0.110402,natural_law,0.049966,False,0.000000,False,0.000000,False,,mountain,mountain
cantors_diagonal_argument,0,0.08,0.110402,natural_law,0.049966,False,0.000000,False,0.000000,False,,mountain,mountain
cap_theorem,0,0.12,0.165603,natural_law,0.110407,False,0.000000,False,0.000000,False,,mountain,mountain
capability_eval_overhang,0,0.58,0.79456,false_natural_law,0.986390,False,0.000000,False,0.000000,False,,tangled_rope,tangled_rope
capital_misallocation_spiral,0,0.58,0.79456,false_natural_law,0.346279,False,0.000000,False,0.000000,False,,tangled_rope,tangled_rope
capital_rotation_ai_narrative,0,0.58,0.79456,false_natural_law,0.576595,False,0.000000,False,0.000000,False,,tangled_rope,tangled_rope
car_ownership_norm_us,0,0.58,0.79456,false_natural_law,0.978358,False,0.000000,False,0.000000,False,,tangled_rope,tangled_rope
carbon_credit_markets_2026,0,0.52,0.712364,false_natural_law,0.901764,False,0.000000,False,0.000000,False,,tangled_rope,tangled_rope
carrier_deployment_deterrence,0,0.58,0.79456,false_natural_law,0.847166,False,0.000000,False,0.000000,False,,tangled_rope,tangled_rope
carrying_capacity,0,0.58,0.79456,false_natural_law,0.844330,False,0.000000,False,0.000000,False,,tangled_rope,tangled_rope
cartel_drone_surveillance_el_paso,0,0.68,0.931553,false_natural_law,0.085111,False,0.000000,False,0.000000,False,,tangled_rope,tangled_rope
cascading_constraint_failure,0,0.68,0.931553,false_natural_law,0.989489,False,0.000000,False,0.000000,False,,tangled_rope,tangled_rope
castration_longevity_choice,0,0.38,0.520574,false_natural_law,0.893197,False,0.000000,False,0.000000,False,,tangled_rope,tangled_rope
cb_far_beyond_human,0,0.68,0.931553,false_natural_law,0.983351,False,0.000000,False,0.000000,False,,tangled_rope,tangled_rope
cbdc_implementation,0,0.52,0.712364,false_natural_law,0.862346,False,0.000000,False,0.000000,False,,tangled_rope,tangled_rope
central_limit_theorem_convergence,0,0.12,0.165603,natural_law,0.408074,False,0.000000,False,0.000000,False,,mountain,mountain
cfius_hiefo_emcore_divestment,0,0.58,0.79456,false_natural_law,0.841953,False,0.000000,False,0.000000,False,,tangled_rope,tangled_rope
cg_israelgaza_20231012,0,0.72,0.98635,false_natural_law,0.828866,False,0.000000,False,0.000000,False,,tangled_rope,tangled_rope
chaitins_omega_undecidability,0,0.12,0.165603,natural_law,0.110407,False,0.000000,False,0.000000,False,,mountain,mountain
champions_bass_fishing_exclusion,3,0.52,0.712364,false_ci_rope,0.936862,True,0.000555,False,0.020288,False,powerless,tangled_rope,tangled_rope
china_africa_zero_tariff_2026,0,0.52,0.712364,false_natural_law,0.862346,False,0.000000,False,0.000000,False,,tangled_rope,tangled_rope
china_contraceptive_tax,0,0.58,0.79456,false_natural_law,0.899287,False,0.000000,False,0.000000,False,,tangled_rope,tangled_rope
china_vactrain_standard,0,0.52,0.712364,false_natural_law,0.896968,False,0.000000,False,0.000000,False,,tangled_rope,tangled_rope
cholesterol_pill_cost,0,0.58,0.79456,false_natural_law,0.641087,False,0.000000,False,0.000000,False,,tangled_rope,tangled_rope
church_turing_thesis,0,0.12,0.165603,natural_law,0.110407,False,0.000000,False,0.000000,False,,mountain,mountain
cinderella_midnight_deadline,0,0.52,0.712364,false_natural_law,0.562601,False,0.000000,False,0.000000,False,,tangled_rope,tangled_rope
civilizational_lifecycle_solara,0,0.38,0.520574,false_natural_law,0.965952,False,0.000000,False,0.000000,False,,tangled_rope,tangled_rope
civilizational_maintenance_debt,0,0.58,0.79456,false_natural_law,0.579104,False,0.000000,False,0.000000,False,,tangled_rope,tangled_rope
clawderberg_recursive_slop,0,0.58,0.79456,false_natural_law,0.579104,False,0.000000,False,0.000000,False,,tangled_rope,tangled_rope
click_chemistry_paradigm_2026,0,0.38,0.520574,false_natural_law,0.960871,False,0.000000,False,0.000000,False,,tangled_rope,tangled_rope
climate_attribution_2026,3,0.52,0.712364,false_ci_rope,0.839767,True,0.000683,False,0.024890,False,powerless,tangled_rope,tangled_rope
climate_catastrophe_belief,3,0.62,0.849357,false_ci_rope,0.928966,True,0.000918,False,0.057301,True,institutional,tangled_rope,tangled_rope
climate_event_attribution,0,0.52,0.712364,false_natural_law,0.965160,False,0.000000,False,0.000000,False,,tangled_rope,tangled_rope
climate_policy_extraction,0,0.68,0.931553,false_natural_law,0.988503,False,0.000000,False,0.000000,False,,tangled_rope,tangled_rope
climate_target_one_point_five,0,0.58,0.79456,false_natural_law,0.866641,False,0.000000,False,0.000000,False,,tangled_rope,tangled_rope
cloudflare_dual_class_asymmetry,0,0.52,0.712364,false_natural_law,0.533398,False,0.000000,False,0.000000,False,,tangled_rope,tangled_rope
clt_convergence_2026,0,0.12,0.165603,natural_law,0.088152,False,0.000000,False,0.000000,False,,mountain,mountain
cmr_001,0,0.52,0.712364,false_natural_law,0.448709,False,0.000000,False,0.000000,False,,tangled_rope,tangled_rope
cn_tech_decoupling_security_software,6,0.58,0.79456,false_ci_rope,0.846740,True,0.005855,False,0.323626,True,powerless,tangled_rope,tangled_rope
cobra_effect,5,0.58,0.79456,false_ci_rope,0.889664,True,0.004967,False,0.245633,True,institutional,tangled_rope,tangled_rope
codex_access,0,0.52,0.712364,false_natural_law,0.414307,False,0.000000,False,0.000000,False,,tangled_rope,tangled_rope
coe_ukraine_reparations_register,0,0.52,0.712364,false_natural_law,0.806611,False,0.000000,False,0.000000,False,,tangled_rope,tangled_rope
coffee_cardiovascular_2026,0,0.38,0.520574,false_natural_law,0.948619,False,0.000000,False,0.000000,False,,tangled_rope,tangled_rope
cognitive_bicycle_scaffold,0,0.28,0.383581,false_natural_law,0.981761,False,0.000000,False,0.000000,False,,tangled_rope,tangled_rope
cognitive_diversity_arbitrage,0,0.52,0.712364,false_natural_law,0.875111,False,0.000000,False,0.000000,False,,tangled_rope,tangled_rope
cognitive_energy_budget,0,0.58,0.79456,false_natural_law,0.967307,False,0.000000,False,0.000000,False,,tangled_rope,tangled_rope
cognitive_hacking_2026,0,0.52,0.712364,false_natural_law,0.862346,False,0.000000,False,0.000000,False,,tangled_rope,tangled_rope
cognitive_induction_gap,0,0.52,0.712364,false_natural_law,0.560036,False,0.000000,False,0.000000,False,,tangled_rope,tangled_rope
cognitive_surrender_to_system_3,0,0.52,0.712364,false_natural_law,0.894969,False,0.000000,False,0.000000,False,,tangled_rope,tangled_rope
coinbase_crypto_volatility,0,0.52,0.712364,false_natural_law,0.919021,False,0.000000,False,0.000000,False,,tangled_rope,tangled_rope
cold_dark_matter_paradigm,0,0.52,0.712364,false_natural_law,0.912275,False,0.000000,False,0.000000,False,,tangled_rope,tangled_rope
collatz_conjecture_determinism,0,0.08,0.110402,natural_law,0.049966,False,0.000000,False,0.000000,False,,mountain,mountain
collective_action_deadlock,0,0.58,0.79456,false_natural_law,0.847166,False,0.000000,False,0.000000,False,,tangled_rope,tangled_rope
collective_stupidity_2026,0,0.68,0.931553,false_natural_law,0.989430,False,0.000000,False,0.000000,False,,tangled_rope,tangled_rope
college_admissions_market,0,0.58,0.79456,false_natural_law,0.849740,False,0.000000,False,0.000000,False,,tangled_rope,tangled_rope
colorado_sbe_decentralization_friction,6,0.52,0.712364,false_ci_rope,0.883875,True,0.003882,False,0.167609,True,powerless,tangled_rope,tangled_rope
colossus_nero_inertia,0,0.52,0.712364,false_natural_law,0.965160,False,0.000000,False,0.000000,False,,tangled_rope,tangled_rope
columbia_2026_elections,0,0.52,0.712364,false_natural_law,0.842248,False,0.000000,False,0.000000,False,,tangled_rope,tangled_rope
comitatus_bond,3,0.38,0.520574,false_ci_rope,0.852131,True,0.000140,False,0.008766,False,institutional,tangled_rope,tangled_rope
commercial_data_brokerage,5,0.58,0.79456,false_ci_rope,0.996133,True,0.000819,False,0.967895,True,powerless,snare,snare
communal_narcissism_social_trap,0,0.68,0.931553,false_natural_law,0.737566,False,0.000000,False,0.000000,False,,tangled_rope,tangled_rope
complexity_debt,3,0.52,0.712364,false_ci_rope,0.412110,True,0.000730,False,0.025906,False,powerless,tangled_rope,tangled_rope
condiment_tyranny,0,0.38,0.520574,false_natural_law,0.948716,False,0.000000,False,0.000000,False,,tangled_rope,tangled_rope
confidential_ai_whatsapp,0,0.52,0.712364,false_natural_law,0.901208,False,0.000000,False,0.000000,False,,tangled_rope,tangled_rope
confirmation_bias,0,0.58,0.79456,false_natural_law,0.346279,False,0.000000,False,0.000000,False,,tangled_rope,tangled_rope
consensus_without_truth,6,0.58,0.79456,false_ci_rope,0.811058,True,0.006134,False,0.356853,True,powerless,tangled_rope,tangled_rope
constitutional_supremacy,0,0.38,0.520574,false_natural_law,0.962452,False,0.000000,False,0.000000,False,,tangled_rope,tangled_rope
consumer_debt_slavery,0,0.68,0.931553,false_natural_law,0.882580,False,0.000000,False,0.000000,False,,tangled_rope,tangled_rope
continuum_hypothesis_undecidability,0,0.08,0.110402,natural_law,0.049966,False,0.000000,False,0.000000,False,,mountain,mountain
conversational_dogmas_interuption,5,0.52,0.712364,false_ci_rope,0.872345,True,0.002968,False,0.121217,True,institutional,tangled_rope,tangled_rope
conways_game_of_life_dynamics,0,0.08,0.110402,natural_law,0.049966,False,0.000000,False,0.000000,False,,mountain,mountain
coordination_attack_vulnerability,5,0.52,0.712364,false_ci_rope,0.872345,True,0.002968,False,0.121217,True,institutional,tangled_rope,tangled_rope
coordination_fatigue,5,0.54,0.739763,false_ci_rope,0.658269,True,0.002774,False,0.104668,True,powerless,tangled_rope,tangled_rope
coordination_threshold_failure,3,0.38,0.520574,false_ci_rope,0.974122,True,0.000440,False,0.012872,False,institutional,tangled_rope,tangled_rope
copyleft_viral_licensing,0,0.38,0.520574,false_natural_law,0.948944,False,0.000000,False,0.000000,False,,tangled_rope,tangled_rope
copyright_protection,6,0.52,0.712364,false_ci_rope,0.829074,True,0.003783,False,0.162277,True,powerless,tangled_rope,tangled_rope
cosmological_evolution_alpha_omega,0,0.08,0.110402,natural_law,0.049966,False,0.000000,False,0.000000,False,,mountain,mountain
cost_of_observation,0,0.35,0.479476,false_natural_law,0.948422,False,0.000000,False,0.000000,False,,tangled_rope,tangled_rope
countable_infinity_cardinality,0,0.08,0.110402,natural_law,0.049966,False,0.000000,False,0.000000,False,,mountain,mountain
couples_residency_match,3,0.38,0.520574,false_ci_rope,0.968730,True,0.000440,False,0.011465,False,institutional,tangled_rope,tangled_rope
cow_field_poop,0,0.35,0.479476,false_natural_law,0.986945,False,0.000000,False,0.000000,False,,tangled_rope,tangled_rope
credibility_inflation,0,0.48,0.657567,false_natural_law,0.934522,False,0.000000,False,0.000000,False,,tangled_rope,tangled_rope
crisis_signal_saturation,0,0.52,0.712364,false_natural_law,0.901764,False,0.000000,False,0.000000,False,,tangled_rope,tangled_rope
crispr_genomic_rewrite_2026,0,0.38,0.520574,false_natural_law,0.960949,False,0.000000,False,0.000000,False,,tangled_rope,tangled_rope
critical_actor_overcentralization,0,0.58,0.79456,false_natural_law,0.856622,False,0.000000,False,0.000000,False,,tangled_rope,tangled_rope
crop_defense_dependency,0,0.58,0.79456,false_natural_law,0.858586,False,0.000000,False,0.000000,False,,tangled_rope,tangled_rope
cross_domain_coupling_spiral,0,0.58,0.79456,false_natural_law,0.887751,False,0.000000,False,0.000000,False,,tangled_rope,tangled_rope
cuba_mandatrophic_collapse,0,0.78,1.068546,false_natural_law,0.847943,False,0.000000,False,0.000000,False,,tangled_rope,tangled_rope
cuban_missile_crisis_excomm_delibration,0,0.35,0.479476,false_natural_law,0.977331,False,0.000000,False,0.000000,False,,tangled_rope,tangled_rope
cultural_homogenization_social_media,0,0.58,0.79456,false_natural_law,0.821265,False,0.000000,False,0.000000,False,,tangled_rope,tangled_rope
cultural_memory_decay,0,0.58,0.79456,false_natural_law,0.986390,False,0.000000,False,0.000000,False,,tangled_rope,tangled_rope
